RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
343,York County,Pennsylvania,130,154300,157400,155600,152600,149300,149200,150300,147900,145400,143400,145300,148300,149500,150900,150500,147600,144800,143400,148500,145400,146200,143800,148300,147500,146500,147300,147600,144400,139800,138400,141600,141500,143e3,141700,146700,144400,141200,135600,135200,133300,133200,132100,137200,136300,136100,131e3,135900,135300,137200,133300,137e3,138300,136800,133100,135600,136400,138600,136400,137200,137300,138500,138300,137600,137400,138900,140200,139e3,136900,134600,136500,138100,139800,140500,140100,138400,135800,135e3,136900,138500,141300,139100,139400,138700,142900,143e3,143200,144300,145200,143100,142300,146e3,148600,148600,144500,145e3,143200,143700,148300,150900,154200,150600,151300,151300,153e3,153800,150500,154100,154600,155400,153e3,154200,158100,159100,158200,158800,157700,160400,160600,161200,162800,163800,167700,165800,165700,164e3,166400,167400,164800,161200,158e3,165900,
2743,Jefferson Parish,Louisiana,131,160700,160400,154e3,156500,159200,163500,166e3,161900,156600,155200,154200,155500,153700,151200,149600,151200,157600,161700,163e3,162300,158600,156800,157e3,158e3,153400,152e3,148800,149700,147400,144800,146300,149500,152800,153900,149400,151200,145900,147800,145400,149800,146800,146800,144600,143700,141600,144100,140200,137400,131300,136500,138900,141800,139600,139800,141500,144800,145900,149900,151e3,153100,145600,146e3,147300,151500,153e3,151400,150800,150100,151300,151700,150800,149500,151100,150800,149200,148e3,146100,148e3,147300,150400,149600,150600,145500,148500,147800,152100,148e3,149800,151700,155e3,156200,155700,151500,154600,152600,158300,153500,159200,160500,162500,161e3,161200,161500,160500,160600,161400,164e3,164100,166e3,165800,166300,166e3,166100,167500,169500,175400,176100,175900,172100,175700,172600,173100,169800,176200,176800,181500,183700,184400,183700,180400,182900,
215,Knox County,Tennessee,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140300,140900,146e3,147300,147800,146800,150300,151700,152200,148600,144100,135800,134900,137400,146600,146600,151300,154600,154700,150400,147400,146500,148800,146300,153100,153200,153700,151200,153700,157600,156100,154800,154900,155500,155100,155900,156400,155600,155800,153500,153600,154100,159600,158900,158500,157100,158700,158200,158700,161200,161400,160700,159900,162e3,164100,165700,167500,174800,176500,177600,179700,183400,181100,174100,169400,173600,171900,174400,174900,187100,193500,198e3,
287,Polk County,Iowa,133,138e3,139e3,139e3,137400,136e3,135400,134200,134300,132200,132e3,129100,13e4,129500,129400,130700,129500,129400,127e3,126600,127700,127600,127e3,129500,128300,130400,130700,133600,132500,127600,126800,128300,135800,136100,135400,131e3,128500,127300,126400,124400,127400,129900,134200,133200,133800,130900,130300,130900,129e3,130100,128400,133700,134900,132700,133400,133200,133800,136200,140400,144300,143200,143200,146200,146500,146400,145400,147e3,146400,144100,141900,141e3,143e3,146800,145600,144100,141600,145700,147400,147700,146100,145100,145700,143300,142700,140800,144700,148600,153100,151800,152e3,152700,154100,155300,155400,16e4,162200,166500,162e3,159900,154300,155600,158800,158800,160200,159400,160200,161800,164300,165e3,165100,162e3,163700,162500,161400,160400,160800,166200,168900,168500,165400,169300,173800,172700,167800,164800,166700,168400,168600,17e4,174300,175700,178900,18e4
1721,Genesee County,Michigan,134,62200,55100,53e3,51500,53e3,50500,47700,43100,40700,36100,39200,41800,48100,42600,42800,37500,37e3,36800,39800,45400,48e3,48700,50100,52200,53300,50800,46900,46100,45800,45100,45500,44500,44500,44100,48300,49100,49400,44300,38900,36300,38e3,41e3,42200,41e3,40300,42300,40300,48600,47500,46100,39700,39500,42700,42800,43600,46200,53100,53800,56e3,51600,51900,49600,50100,53500,55e3,56200,56300,61700,59100,61700,58300,66500,60700,58400,57900,62900,70500,73800,78900,79900,79200,79700,82200,74300,76400,74900,91200,90700,92200,86900,88300,86400,84900,80900,82e3,84100,86500,87400,90600,92700,94800,94e3,94300,102800,105e3,107100,103800,113500,119e3,117800,108400,105100,105300,105900,106800,109600,112900,115900,125300,128500,134900,125600,121700,114200,114e3,115700,116200,125100,126500,124200,127e3,
448,Clark County,Washington,135,252400,251200,245100,243100,239200,237200,232800,227600,225400,226300,225200,226100,224200,222100,212300,208900,208400,213100,209200,203700,198e3,200500,211300,217700,217800,208800,203100,202300,206900,210300,210900,202100,200700,193400,196800,196700,194700,190400,185e3,184500,182400,177800,177500,175500,177100,175e3,174700,174600,176300,18e4,185400,191e3,194900,194700,194700,196e3,198800,205700,212400,217700,222800,221400,221600,216700,221100,219900,223600,218500,220500,219800,225100,231100,230900,231300,226e3,227400,232400,237e3,240100,239e3,240400,241700,241600,250500,251200,253400,248100,256200,257200,255600,251100,253900,257300,260600,262600,265200,269e3,272500,276e3,277600,278600,282300,283200,285e3,286700,287200,290900,292900,298100,302800,304500,308900,31e4,314e3,313700,317200,319500,324e3,327200,335200,336800,339500,336500,338600,338700,341200,343800,346400,344e3,343800,344900,353100
3229,Santa Barbara County,California,136,346600,340700,325100,302700,301700,290200,273500,261600,252800,255900,240200,239500,231500,241500,242800,250600,256300,266100,281500,293800,299700,299800,303100,309800,327500,348200,364900,342800,332e3,341700,364200,368700,351200,345700,317300,321500,329100,342e3,330900,316100,316700,319600,321300,303800,297400,298100,302e3,291600,283300,289500,321e3,330100,355300,350300,349600,364200,370900,427900,42e4,429800,414800,426600,461600,463800,466500,437600,454500,465400,465400,488800,497500,513500,457900,431500,411600,419700,443400,470900,491800,485700,496400,503800,499700,484400,494700,508800,525300,504200,503700,493700,480300,469100,473700,479500,509600,524200,521100,507700,484400,513e3,495700,520900,500800,504900,486500,496200,517600,525e3,54e4,54e4,543e3,537100,536900,532200,537700,560400,571700,572e3,527300,531800,532300,565200,565800,552900,541500,525100,556200,577500,581100,57e4,564600,
2538,Seminole County,Florida,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,124100,121700,102900,100700,107300,116600,111300,103600,101300,107900,108900,116300,114500,118300,119600,122e3,119900,121600,123100,123600,119900,120200,120400,125500,123e3,126400,123900,128500,130900,137100,135e3,135900,132500,136900,139700,142600,144500,147500,152e3,161400,163100,168e3,165400,164900,160900,159100,161500,158e3,160400,163e3,169400,168e3,167100,168e3,170500,166800,167300,17e4,174700,175900,173200,175400,174e3,180600,180500,187e3,186e3,195400,197200,199700,197e3,199600,203700,202600,201500,199900,205500,204700,206600,206300,211800,219800,220800,219600,217500,218800,222200,223700,225600,227500,228700,233300,238300,240400,237800,236700,232800,232900,229700,235500,241200,248500,249700,247300,
3081,Williamson County,Texas,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208900,206900,207100,205200,204600,209e3,216700,217800,214600,208300,209300,21e4,211700,214800,218800,222400,223e3,223900,226700,229600,225900,227900,226400,231100,231e3,233800,235300,238300,238900,241600,241400,244300,245400,246500,246900,248100,250400,249800,248100,246600,249900,249600,251500,249600,253500,254800,258100,260900,258600,255500,255400,258600,263700,261900,265500,267900,275400,273100,270600,267400,264900
1485,Washoe County,Nevada,139,273800,273500,262900,253600,245600,240900,239500,231900,225100,223200,215800,210100,198700,193500,183200,172100,167900,167700,171800,171500,172200,169500,17e4,17e4,168700,168100,163400,161e3,161500,160500,161700,160400,161e3,158700,155400,156900,156300,150200,142600,138100,137500,137800,137700,139100,137100,136600,133800,136200,136200,140900,143e3,149600,152900,160100,165400,176100,181300,183600,182e3,182800,185500,191900,197400,204400,204900,206800,208300,207600,206800,207900,211900,217300,217600,221e3,220400,222900,223e3,227800,227100,231700,242100,250600,254900,249900,251800,252400,254300,253900,254700,257600,262200,266700,270300,272900,274200,275200,276900,278800,280500,284e3,287600,287200,288e3,288600,293100,290400,292300,293200,298700,299100,302200,301800,312300,315300,319900,322100,326700,329600,334200,342200,353500,356800,351800,349200,346100,35e4,352700,354600,356500,350900,354100,373900
2444,Monterey County,California,140,,,,,,,,,,,,,,,,,,,217600,226700,228200,238200,242e3,250600,244900,235700,234300,240900,248900,244500,244100,246800,238700,231800,228e3,232600,236400,235900,239300,247500,245800,246800,250200,256200,265700,263300,267900,256900,273500,274300,284100,261700,275400,286e3,309400,310700,315300,321e3,330200,326200,323700,322400,347600,367600,378500,385300,389400,396800,396600,400800,402900,408400,417100,422200,424400,413900,415900,419400,423900,428400,431300,427800,420300,424700,451e3,459100,458200,443700,443300,447500,450300,457100,467700,479300,489700,485900,480900,480200,484200,490400,494200,494900,515200,515300,516600,498500,522300,528100,539200,524600,560500,59e4,608100,583200,562600,553800,563e3,567600,578900,565200,567600,567900,597300,594e3,596100,569100,578300,580400,593900,593400,582900,
1395,Solano County,California,141,332400,326700,307e3,287600,271e3,26e4,254100,243300,236200,216200,203100,192700,184800,178100,169800,170300,176700,184200,189900,190600,195400,200500,206700,203200,197800,195300,197500,199200,195800,192200,189400,191500,194700,192900,189200,181e3,183e3,179600,176e3,169500,166800,169e3,173100,177700,179e3,178700,175200,173800,175700,177700,179900,182400,184100,185400,184800,191400,201200,204800,210100,210500,216800,219100,226400,233900,244e3,256400,262400,265300,262200,265600,276e3,278e3,290200,289300,295300,289300,297500,299600,303500,298400,304800,307900,311e3,314600,318700,320700,318e3,319800,320600,324400,323700,327800,328700,327200,330500,337200,345300,347800,347900,348300,349200,358300,358600,363400,356e3,364800,365600,370800,370600,375700,376900,379700,384e3,389900,396300,397700,402300,402500,407300,412100,421500,421200,420600,415400,419200,422400,,,,,,
385,Berks County,Pennsylvania,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134500,137500,136500,139700,137500,137800,138600,141500,144700,142800,143900,142800,145900,143500,144500,144300,144700,144900,144e3,142500,140700,140600,141600,144800,147300,147700,147400,142900,143900,142200,146200,146400,152400,151500,152300,
3247,Prince William County,Virginia,143,,,,,,,207800,198e3,187600,176100,168200,169e3,171400,170900,167600,176200,19e4,203600,212300,220800,222200,220700,219900,226600,230200,231e3,228700,230600,236e3,237e3,239800,242300,247300,245800,235400,229900,226300,233300,234800,24e4,244200,250400,252100,247500,246700,24e4,244600,245300,255900,253600,253100,254600,262200,266900,273800,273100,275200,274800,276300,28e4,281400,287200,291100,295100,295900,299200,297600,301300,295e3,294800,294300,297e3,298600,287800,290400,291e3,305800,306800,308800,305500,307900,310600,312500,316600,311200,314100,309500,311400,309100,308200,308100,310400,308300,309600,309500,321e3,324800,324800,317100,316800,319e3,319500,325e3,326700,334700,333200,332800,332e3,332700,335800,334800,335200,336100,338e3,336600,336400,337900,339800,345e3,356100,366700,368300,361400,355200,350100,346100,351e3,353200,355900,350100,354300,
971,Dakota County,Minnesota,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190600,188900,190700,190900,190600,185800,184200,188600,194300,199100,202100,207600,210600,210400,210500,209400,204200,205e3,207300,212500,209600,209400,209600,213400,213700,218700,219e3,218200,219800,221200,225200,224800,227800,226900,225400,223e3,223300,225400,225800,227700,228e3,230200,231300,232200,234400,232800,236e3,234700,233300,231800,232700,236900,237600,238100,236e3,235900,236800,240200,241100,241800,243500,241900,244900,246700,250200,246900,248300,257e3,265e3,265600,262e3,264e3,266600,268700,274900,272700,272600,266800
66,Ada County,Idaho,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178500,174700,172200,17e4,172400,176200,180800,183200,181900,180800,180200,184100,186600,189100,190200,190700,193300,192200,191600,187100,186100,186600,188e3,188500,190200,190800,192200,193200,194e3,197100,199500,201900,204900,204700,206700,206300,209200,210600,212400,211200,212800,213300,213e3,214100,215100,220100,222200,226200,224900,224100,221400,225e3,226600,228800,225900,229e3,232900,239800,241100,239900,239100,241600,246300,249900,253100,255700,260500,265500,272e3,275300,273200,272300,277500,286e3,295200,292700,291500,286700,287200,291300
2596,Waukesha County,Wisconsin,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230800,235800,230200,225700,227300,231300,232800,230900,227200,225500,227e3,228100,226400,224300,227400,233800,236400,24e4,241e3,243200,245600,244700,243400,245e3,245600,247100,243900,243700,244100,245800,245900,246e3,248200,251e3,250500,249800,248900,253800,255600,257200,254100,252200,253500,256800,256200,257700,257400,259900,259800,267300,268700,269900,264400,265500,261500,259700,259600,270900,276700,277800,272900,274500,277900,280300,278100,277800,275200,274700,275600,281e3,299200,
2507,Richland County,South Carolina,147,134700,136600,138200,130300,128300,128500,128900,126600,125700,123200,128300,127200,129900,123500,120900,120500,122900,128100,129500,132300,130500,130800,129100,129600,128200,127200,124300,124200,122300,125900,126400,126800,129200,129900,134100,127500,129700,123500,125200,123e3,140400,137800,133200,118400,118600,120300,115e3,115300,116500,110100,108800,107200,119800,121400,123300,117e3,110900,110200,115100,126800,121200,122300,116700,123e3,119e3,121400,120800,121900,117500,116600,109100,109300,108400,113800,117800,124500,126800,123800,117800,115700,117400,119400,123200,122100,127600,125500,128e3,124500,124800,123300,123800,127300,125800,122100,122500,128300,129e3,126400,124400,126e3,129700,129100,129600,128500,131400,134e3,131600,128300,127300,131500,131700,125900,124300,127100,132600,131e3,132800,133500,151300,153700,157200,143100,139600,134200,133500,133900,139700,141400,142100,142700,147300,
1981,Pulaski County,Arkansas,148,134900,132600,131700,129500,128900,127600,122800,124900,121300,125700,128600,139600,141900,139200,134200,134100,139300,139600,139200,136500,134900,132800,142600,145700,151800,138700,139900,132900,135700,139e3,142700,143700,138500,140800,146700,147800,149900,148200,150300,147900,145800,144700,141100,138100,137900,144400,15e4,157600,157300,154700,149400,146800,148500,147300,153100,158e3,157e3,152e3,154e3,155800,159600,152700,152e3,151900,153200,156500,155200,148800,141100,138600,139100,139200,136800,139800,138500,141800,141300,143500,141100,142600,138e3,139e3,136200,140800,144e3,145500,148400,145900,148200,145800,148500,146700,146400,146e3,146600,150900,15e4,149100,145800,141700,140700,139500,139900,141700,143300,143900,145800,156100,156900,155600,140800,142800,139800,140900,139700,140900,144500,144900,145200,153600,154900,153900,145700,142400,144e3,140200,138200,138300,141700,145800,148800,16e4
2528,Sarasota County,Florida,149,222700,216900,205900,198500,196600,190200,181700,166100,156100,144800,137600,129700,128700,128600,130700,135600,142e3,146e3,148400,147400,146400,146900,148200,143400,140100,141800,142800,140100,131e3,134100,131500,133e3,130300,135500,136300,133100,129900,131800,136900,137600,134e3,130200,13e4,131e3,130500,131700,132500,138600,141200,145600,147200,147700,147800,148500,148200,149500,149e3,154600,152800,153200,156700,164200,168700,164e3,163800,163900,167600,170300,172200,172800,172200,172100,174200,175300,175900,175600,178800,180900,183800,183500,183e3,179700,175600,178900,182500,190200,191800,197400,196500,198500,196900,197400,199600,204300,212400,215500,216200,213700,215100,216100,219700,222700,221300,218100,215800,218900,223900,226800,226900,228e3,226200,228800,23e4,230600,232100,235300,240500,241400,239400,241800,248300,250400,248900,241300,241900,245100,252300,252800,255800,252e3,250200,
2661,Clackamas County,Oregon,150,319200,299500,305400,299800,304600,299200,297200,291900,292200,288200,295e3,291900,285700,269200,263400,265700,267100,267400,268200,269600,271e3,266800,266100,258400,255600,248700,248e3,248600,253700,259300,263200,263900,258500,251100,245700,239200,233700,226800,224800,223200,228e3,229e3,235300,233600,241100,243600,245e3,237100,233300,228700,234100,238600,245100,251100,256700,259900,255500,253300,260200,261400,263700,259e3,268100,273800,281e3,281900,282100,282400,284400,280600,281700,281100,291600,287e3,292900,289100,294700,290300,297e3,299400,301400,299100,301300,293200,292800,294600,31e4,315e3,318400,319200,320500,321700,323600,326700,329200,332e3,336500,339700,342400,344e3,346700,352e3,355100,358600,360400,361900,366700,369e3,373e3,375900,376200,378900,380600,384500,388200,392400,394900,396700,407400,402400,398e3,387300,399100,406300,407900,406900,406200,408600,413e3,419500,419700,419400
685,Pinal County,Arizona,151,151400,144900,140400,136500,133800,129900,127700,124500,119400,115600,111100,108700,103100,98e3,91900,90800,95200,99200,101100,100300,101800,103600,103500,102200,100400,99900,98800,97900,98800,96900,98200,94500,93900,89300,87800,86900,86200,86800,86300,87900,87500,88600,89300,92100,94500,97500,98200,100200,102500,105900,109700,111900,116300,119200,121600,122600,123300,126e3,126700,128800,128800,130800,130200,131700,132500,135300,137800,140200,140200,140800,140700,140400,140800,140500,141600,142300,143200,143100,140900,141100,145500,148100,15e4,149200,150400,151200,153200,153800,153600,151800,152700,153600,153800,155500,156400,157900,157900,159500,161100,161800,163400,164800,166100,166300,168e3,168300,169900,170100,172e3,172900,175300,176700,178700,179400,179800,182100,183200,185300,185800,187900,190300,192600,193900,197700,201300,204800,204300,202900,203300,204400,206400,207400
730,Stark County,Ohio,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99700,95300,97e3,98900,107500,109900,110700,108900,109200,110700,111200,112700,108400,11e4,108300,110300,108e3,106900,108e3,110400,112e3,111100,111500,109600,110800,108200,107400,108300,111200,115200,115400,115300,114100,112e3,111700,112700,119e3,119800,122800,119600,119e3,117700,116800,116300,114800,117500,119300,124100,125800,128400,121500,118e3,114800,12e4,120200,121e3,120800,121700,124300,124600,127500,116400,122200
1290,Orange County,New York,153,275500,269400,271700,276300,274e3,259900,249200,248e3,244400,241600,240300,239700,243900,241e3,249100,248700,244800,231400,218700,218500,217800,223700,224e3,221500,222100,219800,222500,219400,213600,217300,219200,223e3,215200,215400,221900,229e3,227800,226700,225100,224500,212900,210400,208700,214100,210500,210900,216100,221600,225400,217900,220300,212900,215300,201600,200500,202900,206e3,213800,207100,207500,206300,210200,22e4,222400,226100,220700,211300,207800,208e3,211900,202600,201200,191500,196900,195500,200200,205e3,202900,207300,202800,202700,197800,198900,204800,206100,209700,201600,199600,195e3,198800,201700,201900,201900,201e3,2e5,198200,198600,202200,207700,209300,206100,205800,207400,212500,205400,204900,206300,213900,213500,210600,207200,210400,211200,215700,214800,218700,223500,227900,232800,231700,224e3,217500,222e3,232700,237e3,235300,238100,237600,237100,230800,,
904,Butler County,Ohio,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125e3,127900,124600,127500,129800,133500,132700,134700,138200,139900,138400,139100,140500,137400,127800,116400,117200,128500,137800,139200,136200,136800,141e3,142200,141900,142800,143600,144700,147500,147e3,150100,146800,151800,146300,146700,146500,154800,155900,156100,155700,155700,155700,156600,156500,155700,154600,155200,155300,160300,160100,160700,157200,164900,168300,171900,164800,160300,157100,160400,164700,170400,174100,177200,
1201,Mercer County,New Jersey,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200300,194400,206400,207100,225200,226e3,225300,213300,211700,203600,194600,189300,193100,200400,205900,217e3,226400,224100,215200,210400,202300,202900,205800,211800,211e3,205200,216900,216700,221600,209500,208700,202200,213600,213400,217900,212300,217800,217200,214700,217800,211500,216600,207400,219800,218100,220100,217900,222900,220600,206700,205700,214900,221700,217200,228700,227e3,224500,210900,217800,220800,216800,214100,206100,201900,205e3,213200,218900,210200,201100,200600,204600,208400,204100,204100,203800,202900,198100,198500,204400,211900,211200,204700,198800,199300,204100,206700,211600,205500,212e3,205500,211400,199200,194700,202300,201400,201600,191200,191e3,193900,197400,201e3,
3200,Westmoreland County,Pennsylvania,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111100,109e3,108800,113300,112600,111400,107e3,106200,104400,103100,108e3,112600,116300,111900,109100,106500,108700,112e3,114300,115900,108400,109800,106400,109700,115900,118100,121700,114100,113500,113600,114500,113300,113600,116200,116600,115700,111200,113600,114100,115700,116200,115200,116500,114800,116e3,114e3,117400,125300,129800,127600,118300,117400,117800,118e3,117100,120300,122400,123300,120400,123100,125e3,127600,124500,123800,123300,120100,119900,117600,122100,126800,133e3,146200
3223,Saint Charles County,Missouri,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183900,182900,181700,181500,182900,185600,186100,185700,184600,184500,183200,183300,183400,183400,184300,185500,186700,186900,189700,190400,191100,191200,192700,194200,194800,198200,195200,198100,195800,200400,200200,201700,203400,204800,202400,205600,206300,212200,208100,208100,204900,207200,
367,Allen County,Indiana,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117200,118200,120300,120200,120500,118900,120200,117300,118600,118700,119700,120100,122e3,124100,123300,123500,123200,117500,117500,118800,127500,129200,130800,129900,127500,124900,124e3,126700,129500,131700,128700,130900,131400,132e3,129100,129500,130300,130200,130900,132e3,133e3,132500,135e3,139500,139700,140100,137700,137700,138e3,138800,140300,142200,143e3,144400,145300,147400,146e3,
231,Lane County,Oregon,159,232800,229600,224e3,22e4,223900,222300,220100,214900,212300,212600,211400,219800,221700,216300,204100,198600,203300,202200,201100,197e3,199100,202e3,205600,209300,207100,203600,197100,196600,196700,196900,198800,196900,194e3,193400,186400,185800,178500,177400,174300,174300,180800,183700,181400,174200,175e3,178700,182500,181400,176400,173800,172e3,175700,178e3,177100,179200,182400,186100,186600,188900,192500,189800,193800,195300,204900,205600,209800,208100,205200,202700,202400,206200,212400,211300,210600,206800,21e4,210100,206900,207200,207900,212300,214500,215900,213300,214500,215700,215500,213600,216e3,219600,219600,219700,218600,222700,223600,228900,229600,229500,229500,230100,231500,231700,233200,236800,239e3,241100,241900,246600,247600,247900,247600,248600,249700,252300,257500,261500,262500,259100,259800,269400,272200,275400,267100,273200,275400,280300,281200,283e3,281400,286500,287400,298900
1712,Forsyth County,North Carolina,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120200,122800,122900,122300,122500,124600,124600,123700,122700,122400,122100,125400,128e3,129500,134700,133100,132200,126100,130900,127800,126800,122500,126800,124200,126100,124700,130300,131200,132900,132300,133e3,136800,140100,141900,138100,137600,137e3,136600,141500,143400,146700,14e4,138800,137100,140200,140800,144100,144200,144600,141100,147300,151100,155200,147800,145900,145900,148700,149900,151900,154400,153e3,148400
2897,Charleston County,South Carolina,161,222200,219600,227800,234900,234500,233400,229300,237400,228600,226400,221500,228500,231200,223800,215600,217600,221e3,23e4,222500,219200,216100,218900,251600,252400,255100,238600,231700,228800,219500,230900,240700,242e3,245900,237900,238700,251600,246100,234200,209600,214500,218500,222e3,218400,217800,219100,225700,226e3,220400,212500,207800,219800,244300,258700,254400,236700,231100,233900,241400,246e3,246900,247300,246900,243e3,244600,251200,265300,272800,269700,265900,257900,258200,251600,254400,259400,262e3,257500,253e3,250800,253100,255100,269700,264700,264500,258600,258700,264e3,262400,269100,265500,269500,273400,277700,275e3,276100,271500,272600,273900,276100,281600,278700,278400,272700,275e3,281900,275400,277300,279700,289700,285800,281100,282300,293100,299800,300500,291600,285900,288700,299900,311900,322200,324600,325600,318700,315100,309300,307e3,305700,303400,299400,298500,300700,
1146,Lehigh County,Pennsylvania,162,190900,187800,180700,173100,168600,167e3,165100,162500,162300,163900,166500,172800,177400,175500,169800,163500,165300,161500,162100,158700,160300,163700,165500,17e4,169900,172700,167900,161800,158900,155800,156300,154300,157300,160900,158200,162500,159300,157500,151700,147100,144300,139800,144100,148900,151e3,152200,157500,154100,151700,146700,152200,146500,147300,146300,152500,153800,154800,159100,155800,156500,149800,149400,148900,150800,152200,152900,153300,153100,151600,150600,146900,153100,151700,154900,149900,150300,152100,152700,155400,154300,155800,154200,155200,145700,147900,143800,151700,150800,155200,153300,152e3,152100,152400,155800,149800,153100,157100,164400,162700,160200,159400,161200,160700,161600,163500,163600,164e3,162e3,164400,166900,166900,165600,161600,162800,162e3,163500,162200,167800,171200,175e3,181800,185700,185100,172900,168200,168e3,169500,170900,171100,173900,174600,
1325,Placer County,California,163,365900,360300,344200,333900,328900,327100,325600,315300,312800,306900,300300,298900,294500,294700,286700,281300,282800,288300,292300,292900,294400,291e3,290400,286200,291500,291700,282700,274200,273e3,276600,281e3,277600,275200,267700,264200,265300,263800,260100,252500,253900,251800,255800,257300,257600,261900,263900,268100,260500,259900,264200,272400,273800,277600,280500,291100,292800,301600,298200,299100,297500,307400,322500,331700,340400,345700,349300,349300,347200,352100,356800,357500,361e3,359500,360700,360600,361300,365500,365700,372600,376500,374600,376300,375500,376500,375800,376700,380700,380300,380400,382900,381200,382400,385100,389600,397700,400800,406e3,404800,406400,404800,408900,412200,415600,421100,424900,426300,424700,424500,430700,439400,443900,447400,442500,443e3,445100,447300,447500,445800,449800,454800,466200,475900,484e3,485100,485600,479900,477400,470700,476800,481600,485500,
2869,Washtenaw County,Michigan,164,188900,187300,179600,178e3,178100,176300,172800,168900,167600,167400,157500,146900,133700,130400,127900,133e3,139400,147700,15e4,147600,146200,145e3,146700,143600,139500,140300,140800,149100,148100,150100,155e3,155600,152600,144500,142600,143200,139900,134500,136400,144300,158600,159e3,153400,151600,147600,148500,137400,135500,138300,144400,154600,159800,168600,171100,173200,168800,175900,177200,185500,176400,172900,167900,176700,179400,183900,186400,190900,196800,194800,195600,192900,192900,184900,187800,187300,195800,195400,197e3,202600,202200,208300,203300,202800,204500,21e4,212800,207e3,205800,210800,213e3,211500,204600,201100,216600,215700,222800,210300,218400,219400,221e3,216700,217300,215500,222300,224500,234400,236400,248700,243900,241300,231800,235200,237500,236900,235300,236100,237900,239100,242600,252900,262700,265600,260100,254100,256200,255900,257600,259800,263300,267e3,266900,
